dataset,relative_path,filename,valid,error,keys,poses_shape,trans_shape,betas_shape,dmpls_shape,num_frames,pose_dimensions,fps,gender
KIT,03_human_motion/data/AMASS/raw/KIT/314/bend_right03_poses.npz,bend_right03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[467, 156]","[467, 3]",[16],"[467, 8]",467,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/bend_right04_poses.npz,bend_right04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[359, 156]","[359, 3]",[16],"[359, 8]",359,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/bend_right05_poses.npz,bend_right05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[490, 156]","[490, 3]",[16],"[490, 8]",490,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/bend_right06_poses.npz,bend_right06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[419, 156]","[419, 3]",[16],"[419, 8]",419,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/bend_right07_poses.npz,bend_right07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[376, 156]","[376, 3]",[16],"[376, 8]",376,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/bend_right08_poses.npz,bend_right08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[455, 156]","[455, 3]",[16],"[455, 8]",455,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam01_poses.npz,go_over_beam01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1087, 156]","[1087, 3]",[16],"[1087, 8]",1087,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam02_poses.npz,go_over_beam02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[766, 156]","[766, 3]",[16],"[766, 8]",766,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam03_poses.npz,go_over_beam03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[802, 156]","[802, 3]",[16],"[802, 8]",802,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam04_poses.npz,go_over_beam04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[773, 156]","[773, 3]",[16],"[773, 8]",773,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam05_poses.npz,go_over_beam05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[642, 156]","[642, 3]",[16],"[642, 8]",642,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam06_poses.npz,go_over_beam06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[728, 156]","[728, 3]",[16],"[728, 8]",728,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam07_poses.npz,go_over_beam07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[676, 156]","[676, 3]",[16],"[676, 8]",676,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam08_poses.npz,go_over_beam08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[731, 156]","[731, 3]",[16],"[731, 8]",731,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam09_poses.npz,go_over_beam09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[663, 156]","[663, 3]",[16],"[663, 8]",663,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/go_over_beam10_poses.npz,go_over_beam10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[574, 156]","[574, 3]",[16],"[574, 8]",574,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour01_poses.npz,parkour01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1167, 156]","[1167, 3]",[16],"[1167, 8]",1167,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour02_poses.npz,parkour02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[996, 156]","[996, 3]",[16],"[996, 8]",996,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour03_poses.npz,parkour03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1156, 156]","[1156, 3]",[16],"[1156, 8]",1156,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour04_poses.npz,parkour04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1103, 156]","[1103, 3]",[16],"[1103, 8]",1103,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour05_poses.npz,parkour05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[997, 156]","[997, 3]",[16],"[997, 8]",997,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour06_poses.npz,parkour06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1118, 156]","[1118, 3]",[16],"[1118, 8]",1118,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour07_poses.npz,parkour07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1034, 156]","[1034, 3]",[16],"[1034, 8]",1034,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour08_poses.npz,parkour08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[971, 156]","[971, 3]",[16],"[971, 8]",971,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour09_poses.npz,parkour09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[950, 156]","[950, 3]",[16],"[950, 8]",950,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/parkour10_poses.npz,parkour10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[879, 156]","[879, 3]",[16],"[879, 8]",879,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/run01_poses.npz,run01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[104, 156]","[104, 3]",[16],"[104, 8]",104,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/run02_poses.npz,run02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[82, 156]","[82, 3]",[16],"[82, 8]",82,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/run03_poses.npz,run03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[73, 156]","[73, 3]",[16],"[73, 8]",73,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/run04_poses.npz,run04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[78, 156]","[78, 3]",[16],"[78, 8]",78,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap01_poses.npz,step_over_gap01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[578, 156]","[578, 3]",[16],"[578, 8]",578,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap02_poses.npz,step_over_gap02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[556, 156]","[556, 3]",[16],"[556, 8]",556,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap03_poses.npz,step_over_gap03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[431, 156]","[431, 3]",[16],"[431, 8]",431,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap04_poses.npz,step_over_gap04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[607, 156]","[607, 3]",[16],"[607, 8]",607,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap05_poses.npz,step_over_gap05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[448, 156]","[448, 3]",[16],"[448, 8]",448,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap06_poses.npz,step_over_gap06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[406, 156]","[406, 3]",[16],"[406, 8]",406,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap07_poses.npz,step_over_gap07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[437, 156]","[437, 3]",[16],"[437, 8]",437,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap08_poses.npz,step_over_gap08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[443, 156]","[443, 3]",[16],"[443, 8]",443,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap09_poses.npz,step_over_gap09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[465, 156]","[465, 3]",[16],"[465, 8]",465,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/step_over_gap10_poses.npz,step_over_gap10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[447, 156]","[447, 3]",[16],"[447, 8]",447,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left01_poses.npz,turn_left01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[475, 156]","[475, 3]",[16],"[475, 8]",475,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left02_poses.npz,turn_left02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[414, 156]","[414, 3]",[16],"[414, 8]",414,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left03_poses.npz,turn_left03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[400, 156]","[400, 3]",[16],"[400, 8]",400,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left04_poses.npz,turn_left04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[432, 156]","[432, 3]",[16],"[432, 8]",432,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left05_poses.npz,turn_left05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[497, 156]","[497, 3]",[16],"[497, 8]",497,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left06_poses.npz,turn_left06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[478, 156]","[478, 3]",[16],"[478, 8]",478,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left07_poses.npz,turn_left07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[401, 156]","[401, 3]",[16],"[401, 8]",401,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left08_poses.npz,turn_left08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[401, 156]","[401, 3]",[16],"[401, 8]",401,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left09_poses.npz,turn_left09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[443, 156]","[443, 3]",[16],"[443, 8]",443,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_left10_poses.npz,turn_left10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[382, 156]","[382, 3]",[16],"[382, 8]",382,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right01_poses.npz,turn_right01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[526, 156]","[526, 3]",[16],"[526, 8]",526,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right02_poses.npz,turn_right02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[608, 156]","[608, 3]",[16],"[608, 8]",608,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right03_poses.npz,turn_right03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[491, 156]","[491, 3]",[16],"[491, 8]",491,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right04_poses.npz,turn_right04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[447, 156]","[447, 3]",[16],"[447, 8]",447,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right05_poses.npz,turn_right05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[423, 156]","[423, 3]",[16],"[423, 8]",423,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right06_poses.npz,turn_right06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[504, 156]","[504, 3]",[16],"[504, 8]",504,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right07_poses.npz,turn_right07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[442, 156]","[442, 3]",[16],"[442, 8]",442,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right08_poses.npz,turn_right08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[420, 156]","[420, 3]",[16],"[420, 8]",420,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right09_poses.npz,turn_right09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[414, 156]","[414, 3]",[16],"[414, 8]",414,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right10_poses.npz,turn_right10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[440, 156]","[440, 3]",[16],"[440, 8]",440,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/turn_right11_poses.npz,turn_right11_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[443, 156]","[443, 3]",[16],"[443, 8]",443,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast01_poses.npz,walking_fast01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[588, 156]","[588, 3]",[16],"[588, 8]",588,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast02_poses.npz,walking_fast02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[695, 156]","[695, 3]",[16],"[695, 8]",695,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast03_poses.npz,walking_fast03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[579, 156]","[579, 3]",[16],"[579, 8]",579,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast04_poses.npz,walking_fast04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[434, 156]","[434, 3]",[16],"[434, 8]",434,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast05_poses.npz,walking_fast05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[500, 156]","[500, 3]",[16],"[500, 8]",500,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast06_poses.npz,walking_fast06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[453, 156]","[453, 3]",[16],"[453, 8]",453,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast07_poses.npz,walking_fast07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[386, 156]","[386, 3]",[16],"[386, 8]",386,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast08_poses.npz,walking_fast08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[456, 156]","[456, 3]",[16],"[456, 8]",456,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast09_poses.npz,walking_fast09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[610, 156]","[610, 3]",[16],"[610, 8]",610,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_fast10_poses.npz,walking_fast10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[431, 156]","[431, 3]",[16],"[431, 8]",431,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium01_poses.npz,walking_medium01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[662, 156]","[662, 3]",[16],"[662, 8]",662,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium02_poses.npz,walking_medium02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[583, 156]","[583, 3]",[16],"[583, 8]",583,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium03_poses.npz,walking_medium03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[699, 156]","[699, 3]",[16],"[699, 8]",699,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium04_poses.npz,walking_medium04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[831, 156]","[831, 3]",[16],"[831, 8]",831,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium05_poses.npz,walking_medium05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[795, 156]","[795, 3]",[16],"[795, 8]",795,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium06_poses.npz,walking_medium06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[644, 156]","[644, 3]",[16],"[644, 8]",644,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium07_poses.npz,walking_medium07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[764, 156]","[764, 3]",[16],"[764, 8]",764,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium08_poses.npz,walking_medium08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[682, 156]","[682, 3]",[16],"[682, 8]",682,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium09_poses.npz,walking_medium09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[779, 156]","[779, 3]",[16],"[779, 8]",779,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_medium10_poses.npz,walking_medium10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[725, 156]","[725, 3]",[16],"[725, 8]",725,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run01_poses.npz,walking_run01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[265, 156]","[265, 3]",[16],"[265, 8]",265,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run02_poses.npz,walking_run02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[166, 156]","[166, 3]",[16],"[166, 8]",166,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run03_poses.npz,walking_run03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[403, 156]","[403, 3]",[16],"[403, 8]",403,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run04_poses.npz,walking_run04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[384, 156]","[384, 3]",[16],"[384, 8]",384,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run05_poses.npz,walking_run05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[451, 156]","[451, 3]",[16],"[451, 8]",451,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run06_poses.npz,walking_run06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[466, 156]","[466, 3]",[16],"[466, 8]",466,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run08_poses.npz,walking_run08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[452, 156]","[452, 3]",[16],"[452, 8]",452,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run09_poses.npz,walking_run09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[436, 156]","[436, 3]",[16],"[436, 8]",436,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_run10_poses.npz,walking_run10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[480, 156]","[480, 3]",[16],"[480, 8]",480,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow01_poses.npz,walking_slow01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[978, 156]","[978, 3]",[16],"[978, 8]",978,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow02_poses.npz,walking_slow02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[790, 156]","[790, 3]",[16],"[790, 8]",790,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow03_poses.npz,walking_slow03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[762, 156]","[762, 3]",[16],"[762, 8]",762,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow04_poses.npz,walking_slow04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[711, 156]","[711, 3]",[16],"[711, 8]",711,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow05_poses.npz,walking_slow05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[724, 156]","[724, 3]",[16],"[724, 8]",724,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow06_poses.npz,walking_slow06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[683, 156]","[683, 3]",[16],"[683, 8]",683,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow07_poses.npz,walking_slow07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[794, 156]","[794, 3]",[16],"[794, 8]",794,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow08_poses.npz,walking_slow08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[582, 156]","[582, 3]",[16],"[582, 8]",582,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow09_poses.npz,walking_slow09_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[712, 156]","[712, 3]",[16],"[712, 8]",712,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/314/walking_slow10_poses.npz,walking_slow10_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[811, 156]","[811, 3]",[16],"[811, 8]",811,156,100.0,female
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left01_poses.npz,bend_left01_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[328, 156]","[328, 3]",[16],"[328, 8]",328,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left02_poses.npz,bend_left02_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[298, 156]","[298, 3]",[16],"[298, 8]",298,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left03_poses.npz,bend_left03_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[406, 156]","[406, 3]",[16],"[406, 8]",406,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left04_poses.npz,bend_left04_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[439, 156]","[439, 3]",[16],"[439, 8]",439,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left05_poses.npz,bend_left05_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[453, 156]","[453, 3]",[16],"[453, 8]",453,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left06_poses.npz,bend_left06_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[444, 156]","[444, 3]",[16],"[444, 8]",444,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left07_poses.npz,bend_left07_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[404, 156]","[404, 3]",[16],"[404, 8]",404,156,100.0,male
KIT,03_human_motion/data/AMASS/raw/KIT/317/bend_left08_poses.npz,bend_left08_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[475, 156]","[475, 3]",[16],"[475, 8]",475,156,100.0,male
